location,start,end,age,activity,tagID
Outside,2017-06-28 14:57:43.950,2017-06-28 14:58:25.350,7,outside-short,1607
Unknown-Inside,2017-06-28 14:58:25.350,2017-06-28 16:06:26.500,7,undefined,1607
Inside,2017-06-28 16:06:26.500,2017-06-28 16:06:37.850,7,inside,1607
Outside,2017-06-28 16:06:37.850,2017-06-28 16:06:50.100,7,outside-short,1607
Unknown-Inside,2017-06-28 16:06:50.100,2017-06-28 16:07:15.150,7,undefined,1607
Unknown-Inside,2017-06-28 16:07:15.150,2017-06-28 16:08:04.050,7,undefined,1607
Unknown-Inside,2017-06-28 16:08:04.050,2017-06-28 16:08:56.700,7,undefined,1607
Inside,2017-06-28 16:08:56.700,2017-06-28 16:41:52.050,7,inside,1607
Outside-Unknown,2017-06-28 16:41:52.050,2017-06-28 17:04:14.850,7,undefined,1607
Outside-Unknown,2017-06-28 17:04:14.850,2017-06-28 17:04:27.650,7,undefined,1607
Unknown-Inside,2017-06-21 08:09:54.050,2017-06-21 08:30:23.750,0,undefined,1609
Inside,2017-06-21 08:30:23.750,2017-06-21 08:38:17.850,0,inside,1609
Outside,2017-06-21 08:38:17.850,2017-06-21 09:01:52.150,0,outside-foraging,1609
Inside,2017-06-21 09:01:52.150,2017-06-21 16:22:06.000,0,inside,1609
Outside,2017-06-21 16:22:06.000,2017-06-21 16:22:30.100,0,outside-short,1609
Unknown-Inside,2017-06-21 16:22:30.100,2017-06-21 17:26:12.450,0,undefined,1609
Unknown-Inside,2017-06-21 17:26:12.450,2017-06-22 09:01:00.650,0,undefined,1609
Unknown-Inside,2017-06-22 09:01:00.650,2017-06-22 10:01:41.650,1,undefined,1609
Inside,2017-06-22 10:01:41.650,2017-06-22 15:03:38.800,1,inside,1609
Outside,2017-06-22 15:03:38.800,2017-06-22 15:15:57.550,1,outside-foraging,1609
Unknown-Inside,2017-06-22 15:15:57.550,2017-06-22 16:51:23.050,1,undefined,1609
Unknown-Inside,2017-06-22 16:51:23.050,2017-06-22 17:21:30.250,1,undefined,1609
Unknown-Inside,2017-06-22 17:21:30.250,2017-06-22 17:51:13.250,1,undefined,1609
Inside,2017-06-22 17:51:13.250,2017-06-23 08:53:41.650,1,inside,1609
Outside,2017-06-23 08:53:41.650,2017-06-23 09:47:34.950,2,outside-foraging,1609
Inside,2017-06-23 09:47:34.950,2017-06-23 09:52:42.400,2,inside,1609
Outside,2017-06-23 09:52:42.400,2017-06-23 10:14:54.650,2,outside-foraging,1609
Inside,2017-06-23 10:14:54.650,2017-06-23 10:18:40.050,2,inside,1609
Outside,2017-06-23 10:18:40.050,2017-06-23 11:00:35.800,2,outside-foraging,1609
Inside,2017-06-23 11:00:35.800,2017-06-23 14:49:23.500,2,inside,1609
Outside,2017-06-23 14:49:23.500,2017-06-23 14:49:38.650,2,outside-short,1609
Inside,2017-06-23 14:49:38.650,2017-06-23 15:28:00.700,2,inside,1609
Outside,2017-06-23 15:28:00.700,2017-06-23 15:28:25.050,2,outside-short,1609
Unknown-Inside,2017-06-23 15:28:25.050,2017-06-23 15:29:19.800,2,undefined,1609
Inside,2017-06-23 15:29:19.800,2017-06-23 15:32:46.300,2,inside,1609
Outside,2017-06-23 15:32:46.300,2017-06-23 15:34:41.500,2,outside-short,1609
Inside,2017-06-23 15:34:41.500,2017-06-23 16:03:21.450,2,inside,1609
Outside,2017-06-23 16:03:21.450,2017-06-23 16:51:17.900,2,outside-foraging,1609
Inside,2017-06-23 16:51:17.900,2017-06-23 16:53:54.100,2,inside,1609
Outside,2017-06-23 16:53:54.100,2017-06-23 17:13:03.650,2,outside-foraging,1609
Inside,2017-06-23 17:13:03.650,2017-06-23 17:14:44.200,2,inside,1609
Outside,2017-06-23 17:14:44.200,2017-06-23 17:42:51.600,2,outside-foraging,1609
Inside,2017-06-23 17:42:51.600,2017-06-23 17:44:48.600,2,inside,1609
Outside-Unknown,2017-06-23 17:44:48.600,2017-06-24 09:03:12.900,2,undefined,1609
Outside,2017-06-24 09:03:12.900,2017-06-24 09:18:14.650,3,outside-foraging,1609
Unknown-Inside,2017-06-24 09:18:14.650,2017-06-24 09:52:37.850,3,undefined,1609
Inside,2017-06-24 09:52:37.850,2017-06-24 10:00:49.700,3,inside,1609
Outside,2017-06-24 10:00:49.700,2017-06-24 10:19:39.500,3,outside-foraging,1609
Inside,2017-06-24 10:19:39.500,2017-06-24 10:23:30.300,3,inside,1609
Outside,2017-06-24 10:23:30.300,2017-06-24 11:13:31.600,3,outside-foraging,1609
Inside,2017-06-24 11:13:31.600,2017-06-24 16:14:23.650,3,inside,1609
Outside,2017-06-24 16:14:23.650,2017-06-24 16:21:26.850,3,outside-foraging,1609
Unknown-Inside,2017-06-24 16:21:26.850,2017-06-24 17:14:22.550,3,undefined,1609
Unknown-Inside,2017-06-24 17:14:22.550,2017-06-24 17:39:58.950,3,undefined,1609
Unknown-Inside,2017-06-24 17:39:58.950,2017-06-25 08:08:33.250,3,undefined,1609
Inside,2017-06-25 08:08:33.250,2017-06-25 08:13:20.600,3,inside,1609
Outside-Unknown,2017-06-25 08:13:20.600,2017-06-25 08:33:54.250,4,undefined,1609
Outside,2017-06-25 08:33:54.250,2017-06-25 08:53:48.650,4,outside-foraging,1609
Inside,2017-06-25 08:53:48.650,2017-06-25 08:58:43.250,4,inside,1609
Outside,2017-06-25 08:58:43.250,2017-06-25 09:25:29.550,4,outside-foraging,1609
Inside,2017-06-25 09:25:29.550,2017-06-25 16:11:47.050,4,inside,1609
Outside,2017-06-25 16:11:47.050,2017-06-25 16:12:04.150,4,outside-short,1609
Inside,2017-06-25 16:12:04.150,2017-06-25 16:12:31.850,4,inside,1609
Outside,2017-06-25 16:12:31.850,2017-06-25 16:12:49.600,4,outside-short,1609
Inside,2017-06-25 16:12:49.600,2017-06-25 16:25:55.600,4,inside,1609
Outside,2017-06-25 16:25:55.600,2017-06-25 16:26:10.000,4,outside-short,1609
Inside,2017-06-25 16:26:10.000,2017-06-25 16:29:41.650,4,inside,1609
Outside-Unknown,2017-06-25 16:29:41.650,2017-06-25 16:30:41.900,4,undefined,1609
Outside,2017-06-25 16:30:41.900,2017-06-25 17:00:39.500,4,outside-foraging,1609
Unknown-Inside,2017-06-25 17:00:39.500,2017-06-25 17:28:16.100,4,undefined,1609
Inside,2017-06-25 17:28:16.100,2017-06-26 09:02:15.850,4,inside,1609
Outside,2017-06-26 09:02:15.850,2017-06-26 09:13:22.950,5,outside-foraging,1609
Inside,2017-06-26 09:13:22.950,2017-06-26 15:33:06.850,5,inside,1609
Outside,2017-06-26 15:33:06.850,2017-06-26 15:38:06.200,5,outside-short,1609
Inside,2017-06-26 15:38:06.200,2017-06-26 16:11:48.000,5,inside,1609
Outside-Unknown,2017-06-26 16:11:48.000,2017-06-26 16:46:26.650,5,undefined,1609
Outside-Unknown,2017-06-26 16:46:26.650,2017-06-26 16:51:38.050,5,undefined,1609
Outside-Unknown,2017-06-26 16:51:38.050,2017-06-27 08:30:56.900,5,undefined,1609
Outside-Unknown,2017-06-27 08:30:56.900,2017-06-27 08:31:14.900,6,undefined,1609
Outside,2017-06-27 08:31:14.900,2017-06-27 08:41:05.400,6,outside-foraging,1609
Inside,2017-06-27 08:41:05.400,2017-06-27 08:49:40.000,6,inside,1609
Outside,2017-06-27 08:49:40.000,2017-06-27 09:01:11.050,6,outside-foraging,1609
Inside,2017-06-27 09:01:11.050,2017-06-27 09:05:10.500,6,inside,1609
Outside,2017-06-27 09:05:10.500,2017-06-27 09:24:25.250,6,outside-foraging,1609
Unknown-Inside,2017-06-27 09:24:25.250,2017-06-27 09:39:00.650,6,undefined,1609
Unknown-Inside,2017-06-27 09:39:00.650,2017-06-27 11:09:36.650,6,undefined,1609
Inside,2017-06-27 11:09:36.650,2017-06-27 11:29:01.050,6,inside,1609
Outside,2017-06-27 11:29:01.050,2017-06-27 11:36:38.250,6,outside-foraging,1609
Inside,2017-06-27 11:36:38.250,2017-06-27 11:41:45.200,6,inside,1609
Outside,2017-06-27 11:41:45.200,2017-06-27 12:41:40.250,6,outside-foraging,1609
Unknown-Inside,2017-06-27 12:41:40.250,2017-06-27 15:56:24.200,6,undefined,1609
Unknown-Inside,2017-06-27 15:56:24.200,2017-06-27 17:00:55.800,6,undefined,1609
Unknown-Inside,2017-06-27 17:00:55.800,2017-06-27 17:45:43.200,6,undefined,1609
Unknown-Inside,2017-06-27 17:45:43.200,2017-06-28 09:44:28.850,6,undefined,1609
Unknown-Inside,2017-06-28 09:44:28.850,2017-06-28 11:19:15.300,7,undefined,1609
Unknown-Inside,2017-06-28 11:19:15.300,2017-06-28 16:48:10.450,7,undefined,1609
Inside,2017-06-28 16:48:10.450,2017-06-28 16:58:06.100,7,inside,1609
Inside,2017-06-21 08:00:10.850,2017-06-21 08:10:33.850,0,inside,1621
Outside,2017-06-21 08:10:33.850,2017-06-21 08:24:48.250,0,outside-foraging,1621
Unknown-Inside,2017-06-21 08:24:48.250,2017-06-21 08:51:23.450,0,undefined,1621
Inside,2017-06-21 08:51:23.450,2017-06-21 08:55:48.300,0,inside,1621
Outside,2017-06-21 08:55:48.300,2017-06-21 09:12:41.900,0,outside-foraging,1621
Inside,2017-06-21 09:12:41.900,2017-06-21 09:27:15.300,0,inside,1621
Outside,2017-06-21 09:27:15.300,2017-06-21 10:03:14.850,0,outside-foraging,1621
Inside,2017-06-21 10:03:14.850,2017-06-21 10:48:33.700,0,inside,1621
Outside,2017-06-21 10:48:33.700,2017-06-21 11:35:05.750,0,outside-foraging,1621
Inside,2017-06-21 11:35:05.750,2017-06-21 11:43:25.300,0,inside,1621
Outside,2017-06-21 11:43:25.300,2017-06-21 12:41:51.500,0,outside-foraging,1621
Unknown-Inside,2017-06-21 12:41:51.500,2017-06-21 16:19:13.700,0,undefined,1621
Inside,2017-06-21 16:19:13.700,2017-06-21 16:31:35.850,0,inside,1621
Outside,2017-06-21 16:31:35.850,2017-06-21 16:36:12.450,0,outside-short,1621
Unknown-Inside,2017-06-21 16:36:12.450,2017-06-21 16:39:24.650,0,undefined,1621
Unknown-Inside,2017-06-21 16:39:24.650,2017-06-21 17:29:38.250,0,undefined,1621
Unknown-Inside,2017-06-21 17:29:38.250,2017-06-22 08:26:05.650,0,undefined,1621
Inside,2017-06-22 08:26:05.650,2017-06-22 08:51:48.450,1,inside,1621
Outside,2017-06-22 08:51:48.450,2017-06-22 09:18:43.350,1,outside-foraging,1621
Inside,2017-06-22 09:18:43.350,2017-06-22 09:24:48.550,1,inside,1621
Outside,2017-06-22 09:24:48.550,2017-06-22 10:28:33.850,1,outside-foraging,1621
Inside,2017-06-22 10:28:33.850,2017-06-22 10:39:17.850,1,inside,1621
Outside,2017-06-22 10:39:17.850,2017-06-22 11:35:33.800,1,outside-foraging,1621
Unknown-Inside,2017-06-22 11:35:33.800,2017-06-22 13:09:22.650,1,undefined,1621
Unknown-Inside,2017-06-22 13:09:22.650,2017-06-22 15:05:08.850,1,undefined,1621
Unknown-Inside,2017-06-22 15:05:08.850,2017-06-22 16:14:45.050,1,undefined,1621
Unknown-Inside,2017-06-22 16:14:45.050,2017-06-22 17:41:39.250,1,undefined,1621
Unknown-Inside,2017-06-22 17:41:39.250,2017-06-23 08:07:00.450,1,undefined,1621
Inside,2017-06-23 08:07:00.450,2017-06-23 08:19:01.850,2,inside,1621
Outside,2017-06-23 08:19:01.850,2017-06-23 08:19:32.450,2,outside-short,1621
Inside,2017-06-23 08:19:32.450,2017-06-23 09:05:20.000,2,inside,1621
Outside,2017-06-23 09:05:20.000,2017-06-23 09:34:10.800,2,outside-foraging,1621
Inside,2017-06-23 09:34:10.800,2017-06-23 09:37:41.800,2,inside,1621
Outside,2017-06-23 09:37:41.800,2017-06-23 10:08:15.850,2,outside-foraging,1621
Inside,2017-06-23 10:08:15.850,2017-06-23 11:06:23.250,2,inside,1621
Outside,2017-06-23 11:06:23.250,2017-06-23 11:06:36.400,2,outside-short,1621
Inside,2017-06-23 11:06:36.400,2017-06-23 11:27:19.200,2,inside,1621
Outside,2017-06-23 11:27:19.200,2017-06-23 11:55:10.800,2,outside-foraging,1621
Unknown-Inside,2017-06-23 11:55:10.800,2017-06-23 16:33:42.850,2,undefined,1621
Unknown-Inside,2017-06-23 16:33:42.850,2017-06-23 16:47:43.900,2,undefined,1621
Inside,2017-06-23 16:47:43.900,2017-06-23 17:56:15.700,2,inside,1621
Outside,2017-06-23 17:56:15.700,2017-06-24 08:49:27.600,2,outside-long,1621
Inside,2017-06-24 08:49:27.600,2017-06-24 08:52:44.100,3,inside,1621
Outside-Unknown,2017-06-24 08:52:44.100,2017-06-24 09:56:43.250,3,undefined,1621
Outside-Unknown,2017-06-24 09:56:43.250,2017-06-24 10:01:36.900,3,undefined,1621
Outside,2017-06-24 10:01:36.900,2017-06-24 10:28:07.500,3,outside-foraging,1621
Unknown-Inside,2017-06-24 10:28:07.500,2017-06-24 11:23:48.800,3,undefined,1621
Unknown-Inside,2017-06-24 11:23:48.800,2017-06-24 11:54:31.400,3,undefined,1621
Unknown-Inside,2017-06-24 11:54:31.400,2017-06-24 13:12:28.550,3,undefined,1621
Unknown-Inside,2017-06-24 13:12:28.550,2017-06-24 14:16:45.350,3,undefined,1621
Unknown-Inside,2017-06-24 14:16:45.350,2017-06-24 15:02:10.050,3,undefined,1621
Unknown-Inside,2017-06-24 15:02:10.050,2017-06-24 15:45:42.500,3,undefined,1621
Inside,2017-06-24 15:45:42.500,2017-06-24 17:09:20.850,3,inside,1621
Outside,2017-06-24 17:09:20.850,2017-06-25 08:00:47.050,3,outside-long,1621
Inside,2017-06-25 08:00:47.050,2017-06-25 08:26:29.600,4,inside,1621
Outside,2017-06-25 08:26:29.600,2017-06-25 09:22:36.550,4,outside-foraging,1621
Inside,2017-06-25 09:22:36.550,2017-06-25 10:05:20.850,4,inside,1621
Outside,2017-06-25 10:05:20.850,2017-06-25 10:05:42.250,4,outside-short,1621
Inside,2017-06-25 10:05:42.250,2017-06-25 10:06:27.050,4,inside,1621
Outside-Unknown,2017-06-25 10:06:27.050,2017-06-25 10:08:15.100,4,undefined,1621
Outside,2017-06-25 10:08:15.100,2017-06-25 10:29:59.650,4,outside-foraging,1621
Inside,2017-06-25 10:29:59.650,2017-06-25 11:55:50.850,4,inside,1621
Outside,2017-06-25 11:55:50.850,2017-06-25 12:34:13.500,4,outside-foraging,1621
Inside,2017-06-25 12:34:13.500,2017-06-25 12:43:11.950,4,inside,1621
Outside,2017-06-25 12:43:11.950,2017-06-25 13:30:45.850,4,outside-foraging,1621
Inside,2017-06-25 13:30:45.850,2017-06-25 14:06:36.800,4,inside,1621
Outside,2017-06-25 14:06:36.800,2017-06-25 15:15:12.600,4,outside-foraging,1621
Inside,2017-06-25 15:15:12.600,2017-06-25 16:15:40.450,4,inside,1621
Outside,2017-06-25 16:15:40.450,2017-06-25 17:59:38.400,4,outside-foraging,1621
Inside,2017-06-25 17:59:38.400,2017-06-26 10:37:27.100,4,inside,1621
Outside,2017-06-26 10:37:27.100,2017-06-26 12:34:20.850,5,outside-foraging,1621
Inside,2017-06-26 12:34:20.850,2017-06-26 12:39:09.050,5,inside,1621
Outside,2017-06-26 12:39:09.050,2017-06-26 13:48:21.100,5,outside-foraging,1621
Inside,2017-06-21 08:09:02.300,2017-06-21 16:23:01.700,0,inside,1651
Outside-Unknown,2017-06-21 16:23:01.700,2017-06-21 16:37:26.400,0,undefined,1651
Outside,2017-06-21 16:37:26.400,2017-06-21 16:39:33.450,0,outside-short,1651
Inside,2017-06-21 16:39:33.450,2017-06-21 16:57:44.800,0,inside,1651
Outside-Unknown,2017-06-21 16:57:44.800,2017-06-21 17:08:17.850,0,undefined,1651
Outside,2017-06-21 17:08:17.850,2017-06-21 17:11:01.350,0,outside-short,1651
Unknown-Inside,2017-06-21 17:11:01.350,2017-06-21 17:25:06.050,0,undefined,1651
Unknown-Inside,2017-06-21 17:25:06.050,2017-06-21 17:25:18.450,0,undefined,1651
Inside,2017-06-21 17:25:18.450,2017-06-21 17:58:30.200,0,inside,1651
Outside-Unknown,2017-06-21 17:58:30.200,2017-06-21 17:59:12.950,0,undefined,1651
Outside,2017-06-21 08:09:11.300,2017-06-21 08:39:47.450,0,outside-foraging,1652
Inside,2017-06-21 08:39:47.450,2017-06-21 16:49:06.850,0,inside,1652
Outside,2017-06-21 16:49:06.850,2017-06-21 17:27:19.650,0,outside-foraging,1652
Inside,2017-06-21 17:27:19.650,2017-06-21 17:30:35.250,0,inside,1652
Outside,2017-06-21 17:30:35.250,2017-06-22 08:02:55.850,0,outside-long,1652
Inside,2017-06-22 08:02:55.850,2017-06-22 09:12:29.100,0,inside,1652
Outside,2017-06-22 09:12:29.100,2017-06-22 09:49:59.750,1,outside-foraging,1652
Unknown-Inside,2017-06-22 09:49:59.750,2017-06-22 17:54:50.250,1,undefined,1652
Inside,2017-06-22 17:54:50.250,2017-06-22 17:57:58.500,1,inside,1652
Outside,2017-06-22 17:57:58.500,2017-06-23 08:13:10.850,1,outside-long,1652
Unknown-Inside,2017-06-23 08:13:10.850,2017-06-23 08:21:17.700,2,undefined,1652
Unknown-Inside,2017-06-23 08:21:17.700,2017-06-23 08:43:37.250,2,undefined,1652
Inside,2017-06-23 08:43:37.250,2017-06-23 14:45:05.450,2,inside,1652
Outside,2017-06-23 14:45:05.450,2017-06-23 14:46:20.450,2,outside-short,1652
Unknown-Inside,2017-06-23 14:46:20.450,2017-06-23 16:35:29.150,2,undefined,1652
Inside,2017-06-23 16:35:29.150,2017-06-23 17:58:33.600,2,inside,1652
Outside-Unknown,2017-06-23 17:58:33.600,2017-06-24 08:21:32.600,2,undefined,1652
Outside,2017-06-24 08:21:32.600,2017-06-24 08:42:36.600,3,outside-foraging,1652
Unknown-Inside,2017-06-24 08:42:36.600,2017-06-24 09:16:34.100,3,undefined,1652
Unknown-Inside,2017-06-24 09:16:34.100,2017-06-24 10:15:35.500,3,undefined,1652
Unknown-Inside,2017-06-24 10:15:35.500,2017-06-25 08:05:09.850,3,undefined,1652
Inside,2017-06-25 08:05:09.850,2017-06-25 08:15:42.250,3,inside,1652
Outside,2017-06-25 08:15:42.250,2017-06-25 08:38:20.400,4,outside-foraging,1652
Inside,2017-06-25 08:38:20.400,2017-06-25 08:42:00.900,4,inside,1652
Outside,2017-06-25 08:42:00.900,2017-06-25 09:30:00.000,4,outside-foraging,1652
Inside,2017-06-25 09:30:00.000,2017-06-25 16:43:03.700,4,inside,1652
Outside-Unknown,2017-06-25 16:43:03.700,2017-06-26 09:02:36.450,4,undefined,1652
Outside,2017-06-26 09:02:36.450,2017-06-26 09:14:21.050,5,outside-foraging,1652
Inside,2017-06-26 09:14:21.050,2017-06-26 16:00:16.600,5,inside,1652
Outside,2017-06-26 16:00:16.600,2017-06-27 08:02:54.100,5,outside-long,1652
Inside,2017-06-27 08:02:54.100,2017-06-27 08:17:21.700,5,inside,1652
Outside,2017-06-27 08:17:21.700,2017-06-27 08:35:30.500,6,outside-foraging,1652
Inside,2017-06-27 08:35:30.500,2017-06-27 08:54:53.800,6,inside,1652
Outside,2017-06-27 08:54:53.800,2017-06-27 09:22:22.650,6,outside-foraging,1652
Inside,2017-06-27 09:22:22.650,2017-06-27 09:30:11.150,6,inside,1652
Outside,2017-06-27 09:30:11.150,2017-06-27 11:27:45.600,6,outside-foraging,1652
Inside,2017-06-27 11:27:45.600,2017-06-27 17:10:39.100,6,inside,1652
Outside,2017-06-27 17:10:39.100,2017-06-28 08:11:39.450,6,outside-long,1652
Unknown-Inside,2017-06-28 08:11:39.450,2017-06-28 09:10:51.650,7,undefined,1652
Outside,2017-06-21 11:12:38.700,2017-06-21 11:13:08.950,0,outside-short,1698
Unknown-Inside,2017-06-21 11:13:08.950,2017-06-21 11:13:32.150,0,undefined,1698
Unknown-Inside,2017-06-21 11:13:32.150,2017-06-21 11:14:14.350,0,undefined,1698
Inside,2017-06-21 11:14:14.350,2017-06-21 11:14:48.450,0,inside,1698
Outside,2017-06-21 11:14:48.450,2017-06-21 11:15:06.650,0,outside-short,1698
Inside,2017-06-21 11:15:06.650,2017-06-21 11:16:20.950,0,inside,1698
Outside,2017-06-21 11:16:20.950,2017-06-21 11:17:03.350,0,outside-short,1698
Unknown-Inside,2017-06-21 11:17:03.350,2017-06-21 11:17:47.100,0,undefined,1698
Inside,2017-06-21 11:17:47.100,2017-06-21 11:18:12.400,0,inside,1698
Outside,2017-06-21 11:18:12.400,2017-06-21 11:18:29.450,0,outside-short,1698
Inside,2017-06-21 11:18:29.450,2017-06-21 11:19:07.350,0,inside,1698
Outside,2017-06-21 11:19:07.350,2017-06-21 11:19:27.050,0,outside-short,1698
Unknown-Inside,2017-06-21 11:19:27.050,2017-06-21 11:20:21.100,0,undefined,1698
Inside,2017-06-21 11:20:21.100,2017-06-21 11:20:41.850,0,inside,1698
Outside,2017-06-21 11:20:41.850,2017-06-21 11:20:59.750,0,outside-short,1698
Unknown-Inside,2017-06-21 11:20:59.750,2017-06-21 11:21:58.350,0,undefined,1698
Unknown-Inside,2017-06-21 11:21:58.350,2017-06-21 11:22:09.350,0,undefined,1698
Unknown-Inside,2017-06-21 11:22:09.350,2017-06-21 13:55:08.350,0,undefined,1698
Unknown-Inside,2017-06-21 13:55:08.350,2017-06-21 16:39:53.650,0,undefined,1698
Unknown-Inside,2017-06-21 16:39:53.650,2017-06-21 16:40:28.500,0,undefined,1698
Unknown-Inside,2017-06-21 16:40:28.500,2017-06-21 16:40:39.600,0,undefined,1698
Unknown-Inside,2017-06-21 16:40:39.600,2017-06-21 16:40:59.550,0,undefined,1698
Inside,2017-06-21 16:40:59.550,2017-06-21 16:41:21.100,0,inside,1698
Outside,2017-06-21 16:41:21.100,2017-06-21 16:41:49.400,0,outside-short,1698
Unknown-Inside,2017-06-21 16:41:49.400,2017-06-21 16:42:22.050,0,undefined,1698
Unknown-Inside,2017-06-21 16:42:22.050,2017-06-21 16:43:01.650,0,undefined,1698
Unknown-Inside,2017-06-21 16:43:01.650,2017-06-21 16:43:43.250,0,undefined,1698
Inside,2017-06-21 16:43:43.250,2017-06-21 16:46:56.650,0,inside,1698
Outside,2017-06-21 16:46:56.650,2017-06-21 16:47:14.250,0,outside-short,1698
Unknown-Inside,2017-06-21 16:47:14.250,2017-06-21 17:12:32.650,0,undefined,1698
Inside,2017-06-21 17:12:32.650,2017-06-21 17:23:28.600,0,inside,1698
Outside,2017-06-21 17:23:28.600,2017-06-21 17:24:12.400,0,outside-short,1698
Unknown-Inside,2017-06-21 17:24:12.400,2017-06-21 17:25:02.050,0,undefined,1698
Unknown-Inside,2017-06-21 17:25:02.050,2017-06-21 17:26:00.400,0,undefined,1698
Unknown-Inside,2017-06-21 17:26:00.400,2017-06-21 17:27:50.250,0,undefined,1698
Unknown-Inside,2017-06-21 17:27:50.250,2017-06-21 17:43:46.450,0,undefined,1698
Unknown-Inside,2017-06-21 17:43:46.450,2017-06-21 17:44:22.600,0,undefined,1698
Unknown-Inside,2017-06-21 17:44:22.600,2017-06-21 17:44:50.900,0,undefined,1698
Unknown-Inside,2017-06-21 17:44:50.900,2017-06-21 17:47:22.750,0,undefined,1698
Unknown-Inside,2017-06-21 17:47:22.750,2017-06-21 17:53:15.300,0,undefined,1698
Inside,2017-06-21 17:53:15.300,2017-06-21 17:55:53.350,0,inside,1698
Outside,2017-06-21 17:55:53.350,2017-06-21 17:56:09.000,0,outside-short,1698
Inside,2017-06-21 17:56:09.000,2017-06-21 17:58:44.450,0,inside,1698
Outside-Unknown,2017-06-21 17:58:44.450,2017-06-21 17:58:59.250,0,undefined,1698
Outside-Unknown,2017-06-21 17:58:59.250,2017-06-21 17:59:52.450,0,undefined,1698
Outside,2017-06-21 17:59:52.450,2017-06-22 10:40:00.150,0,outside-long,1698
Unknown-Inside,2017-06-22 10:40:00.150,2017-06-22 10:40:24.300,0,undefined,1698
Unknown-Inside,2017-06-22 10:40:24.300,2017-06-22 10:44:13.700,0,undefined,1698
Unknown-Inside,2017-06-22 10:44:13.700,2017-06-22 11:00:00.850,0,undefined,1698
Unknown-Inside,2017-06-22 11:00:00.850,2017-06-22 11:56:24.550,0,undefined,1698
Unknown-Inside,2017-06-22 11:56:24.550,2017-06-22 11:56:58.800,1,undefined,1698
Unknown-Inside,2017-06-22 11:56:58.800,2017-06-22 12:26:48.000,1,undefined,1698
Unknown-Inside,2017-06-22 12:26:48.000,2017-06-22 13:00:08.300,1,undefined,1698
Unknown-Inside,2017-06-22 13:00:08.300,2017-06-22 13:00:28.950,1,undefined,1698
Inside,2017-06-22 13:00:28.950,2017-06-22 13:02:32.200,1,inside,1698
Outside,2017-06-22 13:02:32.200,2017-06-22 13:03:19.650,1,outside-short,1698
Unknown-Inside,2017-06-22 13:03:19.650,2017-06-22 14:05:00.950,1,undefined,1698
Inside,2017-06-22 14:05:00.950,2017-06-22 14:16:02.100,1,inside,1698
Outside,2017-06-22 14:16:02.100,2017-06-22 14:16:14.100,1,outside-short,1698
Unknown-Inside,2017-06-22 14:16:14.100,2017-06-22 14:25:17.500,1,undefined,1698
Unknown-Inside,2017-06-22 14:25:17.500,2017-06-22 14:37:01.650,1,undefined,1698
Unknown-Inside,2017-06-22 14:37:01.650,2017-06-22 14:37:28.050,1,undefined,1698
Unknown-Inside,2017-06-22 14:37:28.050,2017-06-22 14:38:32.250,1,undefined,1698
Unknown-Inside,2017-06-22 14:38:32.250,2017-06-23 10:26:08.550,1,undefined,1698
Unknown-Inside,2017-06-23 10:26:08.550,2017-06-23 10:40:04.850,1,undefined,1698
Unknown-Inside,2017-06-23 10:40:04.850,2017-06-23 10:46:18.600,1,undefined,1698
Unknown-Inside,2017-06-23 10:46:18.600,2017-06-23 10:57:06.900,1,undefined,1698
Unknown-Inside,2017-06-23 10:57:06.900,2017-06-23 11:21:10.450,1,undefined,1698
Unknown-Inside,2017-06-23 11:21:10.450,2017-06-23 11:27:23.350,2,undefined,1698
Unknown-Inside,2017-06-23 11:27:23.350,2017-06-23 12:21:19.900,2,undefined,1698
Inside,2017-06-23 12:21:19.900,2017-06-23 12:28:40.950,2,inside,1698
Outside,2017-06-23 12:28:40.950,2017-06-23 12:28:53.000,2,outside-short,1698
Unknown-Inside,2017-06-23 12:28:53.000,2017-06-23 12:29:22.250,2,undefined,1698
Unknown-Inside,2017-06-23 12:29:22.250,2017-06-23 12:29:53.050,2,undefined,1698
Unknown-Inside,2017-06-23 12:29:53.050,2017-06-23 12:30:26.950,2,undefined,1698
Unknown-Inside,2017-06-23 12:30:26.950,2017-06-23 12:33:13.700,2,undefined,1698
Unknown-Inside,2017-06-23 12:33:13.700,2017-06-23 12:34:10.150,2,undefined,1698
Unknown-Inside,2017-06-23 12:34:10.150,2017-06-23 13:19:09.000,2,undefined,1698
Unknown-Inside,2017-06-23 13:19:09.000,2017-06-23 13:20:36.950,2,undefined,1698
Unknown-Inside,2017-06-23 13:20:36.950,2017-06-23 13:21:12.300,2,undefined,1698
Inside,2017-06-23 13:21:12.300,2017-06-23 13:21:36.800,2,inside,1698
Outside,2017-06-23 13:21:36.800,2017-06-23 13:22:19.550,2,outside-short,1698
Unknown-Inside,2017-06-23 13:22:19.550,2017-06-23 14:24:04.450,2,undefined,1698
Unknown-Inside,2017-06-23 14:24:04.450,2017-06-23 16:30:34.700,2,undefined,1698
Unknown-Inside,2017-06-23 16:30:34.700,2017-06-24 08:09:46.000,2,undefined,1698
Inside,2017-06-24 08:09:46.000,2017-06-24 09:28:36.550,2,inside,1698
Outside,2017-06-24 09:28:36.550,2017-06-24 09:29:15.650,2,outside-short,1698
Unknown-Inside,2017-06-24 09:29:15.650,2017-06-24 11:00:00.000,2,undefined,1698
